Reporting org id,Reporting org name,Reporting org type,Provider org id,Provider org name,Provider org type,Receiver org id,Receiver org name,Receiver org type,Humanitarian?,Strict?,Transaction direction,Total money
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,United Nations Children'S Fund*Le Ffonds Des Nations Unies Pour L'Enfance,,0,1,outgoing,5331874
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,United Nations Industrial Development Organization*Organisation Des Nations Unies Pour Le Developpement Industriel,,0,0,outgoing,17372318
xi-iati-ec_intpa,European Commission - International Partnerships,15,,,,,World Health Organization*Organisation Mondiale De La Sante,,0,0,outgoing,2178150
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,Conciliation Resources Lbg*Cr,,0,1,outgoing,1739386
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,Dansk Flygtningehjaelp Forening*Danish Refugee Council,,0,0,outgoing,2944222
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,Federation Internationale Des Societes De La Croix-Rouge Et Du Croissant Rouge*International Federation Of Red Cross And Red Crescent,,0,1,outgoing,6252045
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,France Expertise Internationale,,0,0,outgoing,2978596
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,Interpeace Europe Aisbl,,0,1,outgoing,1043104
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,New York University*Nyu Anesthesiaassociates,,0,1,outgoing,838929
xi-iati-ec_fpi,European Commission – Service for Foreign Policy Instruments,15,,,,,World Health Organization*Organisation Mondiale De La Sante,,0,1,outgoing,6991059
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,(Direct expenditure),,0,0,outgoing,4899834
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,(Direct expenditure),,0,1,outgoing,67806501
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,(Unspecified org),,0,0,outgoing,27733937
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,(Unspecified org),,0,1,outgoing,12723644
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,MINISTERE DE LA COOPERATION,,0,1,outgoing,8488200
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,REPUBLIK GUINEA,,0,0,outgoing,2953503
de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,,,,,REPUBLIK LIBERIA,,0,0,outgoing,2605814
xm-dac-41301,Food and Agriculture Organization (FAO),40,,,,,(Direct expenditure),,0,0,outgoing,146061
xm-dac-41301,Food and Agriculture Organization (FAO),40,,,,,(Direct expenditure),,0,1,outgoing,9171473
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-243,Guinea,70,,,,0,1,incoming,4983534
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-21,Ireland,,,,,0,1,incoming,568828
xm-dac-41301,Food and Agriculture Organization (FAO),40,,Multilateral,,,,,0,1,incoming,995181
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-10,Sweden,10,,,,0,1,incoming,735523
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-11,Switzerland,10,,,,0,1,incoming,1197753
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-41114,United Nations Development Programme,40,,,,0,0,incoming,198830
xm-dac-41301,Food and Agriculture Organization (FAO),40,xm-dac-41114,United Nations Development Programme,40,,,,0,1,incoming,226915
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-3833634678,Action Against Hunger,21,1,1,outgoing,1069613
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,,Action Against Hunger (ACF) - France,21,1,0,outgoing,1062097
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-3870060738,CANADEM,22,1,1,outgoing,851157
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-0010011116,CARE Canada,22,1,1,outgoing,439599
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-3119219814,Canadian Red Cross,22,1,1,outgoing,6601604
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-2118836238,Canadian Society for International Health,22,0,0,outgoing,113645
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,,Croix-Rouge française,22,1,1,outgoing,3871899
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,21029,Doctors Without Borders,21,1,0,outgoing,754205
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,21029,Doctors Without Borders,21,1,1,outgoing,7121681
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,,Government of Senegal - Ministry of Economy and Finance,10,0,0,outgoing,6895329
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,44001,IBRD Trust Funds - World Bank,40,0,0,outgoing,14034225
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,21506,IRC/International Rescue Committee,21,1,0,outgoing,1915193
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,21018,International Federation of Red Cross and Red Crescent Societies,21,1,1,outgoing,3114988
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41127,OCHA - United Nations Office for the Coordination of Humanitarian Affairs,40,1,1,outgoing,940459
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,22501,Oxfam-Québec,22,0,1,outgoing,1970209
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,22501,Oxfam-Québec,22,1,1,outgoing,833993
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,,People in Need,,1,0,outgoing,1962529
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-0010011149,Plan International Canada,22,0,0,outgoing,3236425
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-0010011149,Plan International Canada,22,1,1,outgoing,880359
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,ca-cra_acr-2119138527,Samaritan's Purse Canada,22,1,1,outgoing,2285915
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,22502,Save the Children Canada,22,1,0,outgoing,1132904
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,22502,Save the Children Canada,22,1,1,outgoing,814686
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,,Search for Common Ground,22,0,1,outgoing,766588
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41122,UNICEF,40,0,0,outgoing,3407237
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41122,UNICEF,40,0,1,outgoing,1473622
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41122,UNICEF,40,1,1,outgoing,11556534
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41114,"United Nations agency, fund or commission (UN)",40,0,1,outgoing,2349440
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41114,"United Nations agency, fund or commission (UN)",40,1,0,outgoing,7018086
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41114,"United Nations agency, fund or commission (UN)",40,1,1,outgoing,7153570
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41143,WHO/World Health Organization,40,0,0,outgoing,728226
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41143,WHO/World Health Organization,40,1,0,outgoing,1137236
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41143,WHO/World Health Organization,40,1,1,outgoing,19847708
ca-3,"Foreign Affairs, Trade and Development Canada (DFATD)",10,,,,41140,World Food Programme,40,1,1,outgoing,20282016
47122,"Gavi, The Vaccine Alliance",40,,,,,The Government of Congo (the Democratic Republic of the),10,0,1,outgoing,13387784
47122,"Gavi, The Vaccine Alliance",40,,,,,"The Government of Congo, DR",10,0,1,outgoing,9204421
47122,"Gavi, The Vaccine Alliance",40,,,,,The Government of Guinea,10,0,1,outgoing,6050152
47122,"Gavi, The Vaccine Alliance",40,,,,,The Government of Liberia,10,0,1,outgoing,2811269
47122,"Gavi, The Vaccine Alliance",40,,,,,The Government of Sierra Leone,10,0,1,outgoing,3819373
xm-dac-5-7,Germany - Federal Foreign Office,10,,,,,Deutsche Welthungerhilfe e.V.,22,1,1,outgoing,779212
xm-dac-5-7,Germany - Federal Foreign Office,10,,,,xm-dac-41122,UNICEF,40,0,1,outgoing,3308232
xm-dac-5-7,Germany - Federal Foreign Office,10,,,,41143,WHO/World Health Organization,40,1,1,outgoing,1120300
xm-dac-5-7,Germany - Federal Foreign Office,10,,,,,World Health Organisation - assessed contributions,40,1,1,outgoing,17197210
xm-dac-5-7,Germany - Federal Foreign Office,10,,,,gb-chc-285908,World Vision United Kingdom,21,1,1,outgoing,833690
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1172746342,xi-bridge-1172746342,,0,0,outgoing,28843
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-12222743,xi-bridge-12222743,,0,1,outgoing,8574
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-124895965,xi-bridge-124895965,,0,1,outgoing,960
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1293363028,xi-bridge-1293363028,,0,1,outgoing,7112
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1461219855,xi-bridge-1461219855,,0,0,outgoing,18270
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1638576355,xi-bridge-1638576355,,0,1,outgoing,3077
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1692527298,xi-bridge-1692527298,,0,1,outgoing,1694
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-190189464,xi-bridge-190189464,,0,1,outgoing,2063
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-1906376404,xi-bridge-1906376404,,0,1,outgoing,14559
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2021775120,xi-bridge-2021775120,,0,1,outgoing,6099
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2279499206,xi-bridge-2279499206,,0,0,outgoing,6313
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2328190191,xi-bridge-2328190191,,0,0,outgoing,4411
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2376134696,xi-bridge-2376134696,,0,1,outgoing,8912
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2376316368,xi-bridge-2376316368,,0,1,outgoing,25
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2384581547,xi-bridge-2384581547,,0,1,outgoing,237
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2392002393,xi-bridge-2392002393,,0,1,outgoing,1192
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2597195806,xi-bridge-2597195806,,0,1,outgoing,170
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2626711022,xi-bridge-2626711022,,0,1,outgoing,7869
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2720587120,xi-bridge-2720587120,,0,1,outgoing,3708
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-2981606884,xi-bridge-2981606884,,0,0,outgoing,12664
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-3022097207,xi-bridge-3022097207,,0,1,outgoing,492
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-3414578111,xi-bridge-3414578111,,0,1,outgoing,15
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-3636675165,xi-bridge-3636675165,,0,1,outgoing,2531
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-3686968444,xi-bridge-3686968444,,0,0,outgoing,190
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-3917964254,xi-bridge-3917964254,,0,1,outgoing,25
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4067200497,xi-bridge-4067200497,,0,1,outgoing,23611
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4135378183,xi-bridge-4135378183,,0,1,outgoing,3083641
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4178346469,xi-bridge-4178346469,,0,1,outgoing,125
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4236952414,xi-bridge-4236952414,,0,0,outgoing,7358
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4236952414,xi-bridge-4236952414,,0,1,outgoing,28893
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4281708626,xi-bridge-4281708626,,0,1,outgoing,70
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4353859938,xi-bridge-4353859938,,0,1,outgoing,4342
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4386243356,xi-bridge-4386243356,,0,0,outgoing,7875
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4386243356,xi-bridge-4386243356,,0,1,outgoing,11305
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-439610939,xi-bridge-439610939,,0,0,outgoing,20
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4605197328,xi-bridge-4605197328,,0,1,outgoing,9810
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4628280874,xi-bridge-4628280874,,0,0,outgoing,4676
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4628280874,xi-bridge-4628280874,,0,1,outgoing,2235
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4678233445,xi-bridge-4678233445,,0,1,outgoing,6449
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-468506510,xi-bridge-468506510,,0,1,outgoing,6238
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4687657045,xi-bridge-4687657045,,0,0,outgoing,23207
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4687657045,xi-bridge-4687657045,,0,1,outgoing,12907
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4943639139,xi-bridge-4943639139,,0,1,outgoing,2310
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-4983254808,xi-bridge-4983254808,,0,1,outgoing,900
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5139376459,xi-bridge-5139376459,,0,1,outgoing,8466
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-514861308,xi-bridge-514861308,,0,1,outgoing,50
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5438957199,xi-bridge-5438957199,,0,1,outgoing,23972
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5773506809,xi-bridge-5773506809,,0,0,outgoing,316
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5776247772,xi-bridge-5776247772,,0,0,outgoing,285
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5789397203,xi-bridge-5789397203,,0,0,outgoing,20
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-5825482763,xi-bridge-5825482763,,0,0,outgoing,30
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6103412322,xi-bridge-6103412322,,0,0,outgoing,849
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6164447950,xi-bridge-6164447950,,0,1,outgoing,19427
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6195944695,xi-bridge-6195944695,,0,1,outgoing,10414
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6358245733,xi-bridge-6358245733,,0,1,outgoing,1135
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6366107084,xi-bridge-6366107084,,0,1,outgoing,5935
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6383305699,xi-bridge-6383305699,,0,1,outgoing,5031
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6470785754,xi-bridge-6470785754,,0,0,outgoing,185
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6490964687,xi-bridge-6490964687,,0,1,outgoing,3631
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6618133027,xi-bridge-6618133027,,0,1,outgoing,1310
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-6649712971,xi-bridge-6649712971,,0,1,outgoing,1475
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7114756413,xi-bridge-7114756413,,0,1,outgoing,22
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7355326648,xi-bridge-7355326648,,0,1,outgoing,29269
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7439654604,xi-bridge-7439654604,,0,1,outgoing,379
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7639404166,xi-bridge-7639404166,,0,1,outgoing,27195
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7661534033,xi-bridge-7661534033,,0,0,outgoing,318
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7662199308,xi-bridge-7662199308,,0,1,outgoing,52964
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-769395775,xi-bridge-769395775,,0,0,outgoing,600
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7699538530,xi-bridge-7699538530,,0,0,outgoing,400
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7699538530,xi-bridge-7699538530,,0,1,outgoing,200
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7717283915,xi-bridge-7717283915,,0,0,outgoing,27384
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7717283915,xi-bridge-7717283915,,0,1,outgoing,12631
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7746975485,xi-bridge-7746975485,,0,1,outgoing,15818
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-7865383436,xi-bridge-7865383436,,0,0,outgoing,175
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-8154810056,xi-bridge-8154810056,,0,0,outgoing,2180
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-8169416272,xi-bridge-8169416272,,0,1,outgoing,13081
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-8248575912,xi-bridge-8248575912,,0,0,outgoing,585
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-8449456364,xi-bridge-8449456364,,0,1,outgoing,11945
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-987263125,xi-bridge-987263125,,0,1,outgoing,71
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-null,xi-bridge-null,,0,0,outgoing,6054
us-ein-300108263,GlobalGiving,21,,,,xi-bridge-null,xi-bridge-null,,0,1,outgoing,955
gb-chc-1082565,HIUK,21,gb-coh-1364201,Plan International UK,21,,,,0,1,incoming,700083
gb-coh-1762840,HelpAge International,21,,,,,(Direct expenditure),,0,0,outgoing,84934
gb-coh-1762840,HelpAge International,21,,,,,(Direct expenditure),,1,1,outgoing,56486
gb-coh-1762840,HelpAge International,21,,,,,"Restless Development, Sierra Leone",21,0,0,outgoing,18771
gb-coh-1762840,HelpAge International,21,gb-chc-1128267-8,Age International UK (HelpAge International UK),21,,,,0,0,incoming,106188
gb-coh-1762840,HelpAge International,21,gb-chc-1128267-8,Age International UK (HelpAge International UK),21,,,,1,1,incoming,54687
gb-chc-1065972,IRC-UK,21,,,,us-ein-13-5660870,International Rescue Committee Inc.,21,1,0,outgoing,13151686
gb-chc-1065972,IRC-UK,21,,,,us-ein-13-5660870,International Rescue Committee Inc.,21,1,1,outgoing,1093097
gb-chc-1065972,IRC-UK,21,,Plan International Sierra Leone,21,,,,1,1,incoming,1093097
gb-chc-1065972,IRC-UK,21,gb-coh-1364201,Plan International UK,21,,,,1,1,incoming,2640
gb-chc-1065972,IRC-UK,21,us-irs-13-5661832,Plan International USA,21,,,,1,1,incoming,344671
gb-chc-1065972,IRC-UK,21,gb-gov-1,"UK - Foreign, Commonwealth and Development Office",10,,,,1,0,incoming,13857805
xm-dac-301-2,International Development Research Centre,15,,,,,(Direct expenditure),,0,1,outgoing,62179
xm-dac-301-2,International Development Research Centre,15,,,,,Canada. Parliament,10,0,1,outgoing,2615
xm-dac-301-2,International Development Research Centre,15,,,,,Centre Hospitalier Universitaire Sainte-Justine,80,0,1,outgoing,30609
xm-dac-301-2,International Development Research Centre,15,,,,,Dalhousie University,80,0,1,outgoing,2929940
xm-dac-301-2,International Development Research Centre,15,,,,,Fondation Santé et Développement Durable,22,0,1,outgoing,124360
xm-dac-301-2,International Development Research Centre,15,,,,,Genome Quebec,11,0,0,outgoing,14452
xm-dac-301-2,International Development Research Centre,15,,,,,George Washington University,80,0,1,outgoing,17240
xm-dac-301-2,International Development Research Centre,15,,,,,Institut de recherches cliniques de Montréal,24,0,1,outgoing,15032
xm-dac-301-2,International Development Research Centre,15,,,,,Norwegian Institute of Public health,15,0,1,outgoing,2005176
xm-dac-301-2,International Development Research Centre,15,,,,,The Pirbright Institute,24,0,0,outgoing,971957
xm-dac-301-2,International Development Research Centre,15,,,,,The Scinnovent Centre Limited,23,0,0,outgoing,42262
xm-dac-301-2,International Development Research Centre,15,,,,,University of Ottawa,80,0,1,outgoing,152917
xm-dac-301-2,International Development Research Centre,15,,,,,University of Western Ontario,11,0,1,outgoing,127308
xm-dac-301-2,International Development Research Centre,15,,,,,Université Laval,80,0,0,outgoing,502065
xm-dac-301-2,International Development Research Centre,15,,,,,Université de Kinshasa,80,0,1,outgoing,117746
xm-dac-301-2,International Development Research Centre,15,,,,,Wilfrid Laurier University,80,0,1,outgoing,193419
xm-dac-301-2,International Development Research Centre,15,,,,,World Federation of Science Journalists,24,0,1,outgoing,538517
xm-dac-301-2,International Development Research Centre,15,,,,,York University,80,0,1,outgoing,254371
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,,,,,(Direct expenditure),,1,1,outgoing,120040119
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dai012,Airbus,,,,,1,1,incoming,2735
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dus001,American Red Cross,,,,,1,1,incoming,2444564
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dad001,Andorran Red Cross,,,,,1,1,incoming,6143
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dau001,Australian Red Cross,,,,,1,1,incoming,1179341
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dat001,Austrian Red Cross,,,,,1,1,incoming,705390
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dbe002,Belgian Federal Government,,,,,1,1,incoming,2391502
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dbe016,Belgian Government - Flanders,,,,,1,1,incoming,176287
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dbe001,Belgian Red Cross (Francophone),,,,,1,1,incoming,7587
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dac-1601,Bill and Melinda Gates Foundation,60,,,,1,1,incoming,1512288
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,gb-chc-220949,British Red Cross,21,,,,1,1,incoming,39439567
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dcd010,CDC Centers for Disease Control and Prevention,,,,,1,1,incoming,974640
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dch013,ChevronTexaco Corp.,,,,,1,1,incoming,1367
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dhk001,"China Red Cross, Hong Kong branch",,,,,1,1,incoming,173966
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dcz002,Czech Government,,,,,1,1,incoming,130897
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,ddf012,DFID Partnership Allocations,,,,,1,1,incoming,359648
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dk-cvr-20700211,Danish Red Cross,,,,,1,1,incoming,2911845
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dec010,European Commission - DG ECHO,,,,,1,1,incoming,6490289
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,deu011,European Commission – FPI,,,,,1,1,incoming,5431384
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dfi017,FIATA-Intl Fed Freight Forwarders Assoc.,,,,,1,1,incoming,12562
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dfi001,Finnish Red Cross,,,,,1,1,incoming,1954521
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dfr001,French Red Cross,,,,,1,1,incoming,362049
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dfr012,Freshfields,,,,,1,1,incoming,3145
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dde001,German Red Cross,,,,,1,1,incoming,56906
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dic010,ICRC,,,,,1,1,incoming,9983
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dis001,Icelandic Red Cross,,,,,1,1,incoming,1745451
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,din037,Informa,,,,,1,1,incoming,2700
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,die001,Irish Red Cross Society,,,,,1,1,incoming,73329
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dil003,Israel - Private Donors,,,,,1,1,incoming,9717
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dit010,Italian Government Bilateral Emergency Fund,,,,,1,1,incoming,1793075
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dit001,Italian Red Cross,,,,,1,1,incoming,330610
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,djp002,Japanese Government,,,,,1,1,incoming,6521311
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,djp001,Japanese Red Cross Society,,,,,1,1,incoming,928452
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dkp010,KPMG Disaster Relief Fund,,,,,1,1,incoming,11081
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dkp011,KPMG International Cooperative(KPMG-I),,,,,1,1,incoming,85212
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dke001,Kenya Red Cross Society,,,,,1,1,incoming,18735
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dkw001,Kuwait Red Crescent Society,,,,,1,1,incoming,307867
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dlo010,Louis Berger,,,,,1,1,incoming,31
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dlu003,Luxembourg - Private Donors,,,,,1,1,incoming,2843
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dmc002,Monaco Government,,,,,1,1,incoming,24190
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dne010,Nestle,,,,,1,1,incoming,2296
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dne015,Nethope INC.,,,,,1,1,incoming,90555
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dnz001,New Zealand Red Cross,,,,,1,1,incoming,166666
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dno001,Norwegian Red Cross,,,,,1,1,incoming,996291
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dol011,Olam,,,,,1,1,incoming,2385
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,don010,On Line donations,,,,,1,1,incoming,119412
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dpa018,Paul G Allen Family Foundation,,,,,1,1,incoming,990131
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dph013,Philips Foundation,60,,,,1,1,incoming,367
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dqa001,Qatar Red Crescent Society,,,,,1,1,incoming,9564
xm-dac-21018,International Federation of Red Cross and Red Crescent Societies,90,dir001,Red Crescent Society of the Islamic Republic of Iran,,,,,1,1,incoming,10066
